5	Lesson:	Files:				Reviewed, status:	Notes:	Keywords:
		https://www.engageny.org/file/109571/download/algebra-ii-m3-topic-d-lesson-23-student.docx?token=L1dP7vhy	Algebra II Module 3, Topic D , Lesson 23: Student Version (255.84 KB)			NO		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-d-lesson-24							
		https://www.engageny.org/file/109586/download/algebra-ii-m3-topic-d-lesson-24-teacher.pdf?token=MLXgXHsG	Algebra II Module 3, Topic D, Lesson 24: Teacher Version (918.38 KB)			NO	Refers to previous lesson.	
		https://www.engageny.org/file/109591/download/algebra-ii-m3-topic-d-lesson-24-teacher.docx?token=kyKrLyc7	Algebra II Module 3, Topic D, Lesson 24: Teacher Version (374.44 KB)			NO		
		https://www.engageny.org/file/109596/download/algebra-ii-m3-topic-d-lesson-24-student.pdf?token=p0Ce96_G	Algebra II Module 3, Topic D , Lesson 24: Student Version (575.74 KB)			NO		
		https://www.engageny.org/file/109601/download/algebra-ii-m3-topic-d-lesson-24-student.docx?token=g43fz3qx	Algebra II Module 3, Topic D , Lesson 24: Student Version (145.93 KB)			NO		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-d-lesson-25							
		https://www.engageny.org/file/109611/download/algebra-ii-m3-topic-d-lesson-25-teacher.pdf?token=Jvv8Mu9q	Algebra II Module 3, Topic D, Lesson 25: Teacher Version (936.95 KB)			YES		
		https://www.engageny.org/file/109616/download/algebra-ii-m3-topic-d-lesson-25-teacher.docx?token=HwfFIQfJ	Algebra II Module 3, Topic D, Lesson 25: Teacher Version (408.11 KB)			YES		
		https://www.engageny.org/file/109621/download/algebra-ii-m3-topic-d-lesson-25-student.pdf?token=-jbw_YHN	Algebra II Module 3, Topic D , Lesson 25: Student Version (714.36 KB)			YES		
		https://www.engageny.org/file/109626/download/algebra-ii-m3-topic-d-lesson-25-student.docx?token=oj3euV8p	Algebra II Module 3, Topic D , Lesson 25: Student Version (182.63 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-d-lesson-26							
		https://www.engageny.org/file/109636/download/algebra-ii-m3-topic-d-lesson-26-teacher.pdf?token=ggSUpQLY	Algebra II Module 3, Topic D, Lesson 26: Teacher Version (862.79 KB)			YES		
		https://www.engageny.org/file/109641/download/algebra-ii-m3-topic-d-lesson-26-teacher.docx?token=w1abrfyP	Algebra II Module 3, Topic D, Lesson 26: Teacher Version (462.08 KB)			YES		
		https://www.engageny.org/file/109646/download/algebra-ii-m3-topic-d-lesson-26-student.pdf?token=IVeUd4zs	Algebra II Module 3, Topic D, Lesson 26: Student Version (617.27 KB)			YES		
		https://www.engageny.org/file/109651/download/algebra-ii-m3-topic-d-lesson-26-student.docx?token=BEtOktm7	Algebra II Module 3, Topic D, Lesson 26: Student Version (146.19 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-d-lesson-27							
		https://www.engageny.org/file/109661/download/algebra-ii-m3-topic-d-lesson-27-teacher.pdf?token=IXFe-jUT	Algebra II Module 3, Topic D, Lesson 27: Teacher Version (978.61 KB)			YES	Use calculator to perform regression capabilities.	
		https://www.engageny.org/file/109666/download/algebra-ii-m3-topic-d-lesson-27-teacher.docx?token=ZedR2ifm	Algebra II Module 3, Topic D, Lesson 27: Teacher Version (551.5 KB)			YES		
		https://www.engageny.org/file/109671/download/algebra-ii-m3-topic-d-lesson-27-student.pdf?token=riWc3rUS	Algebra II Module 3, Topic D, Lesson 27: Student Version (759.24 KB)			YES		
		https://www.engageny.org/file/109676/download/algebra-ii-m3-topic-d-lesson-27-student.docx?token=t-MWXDCi	Algebra II Module 3, Topic D, Lesson 27: Student Version (297.77 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-d-lesson-28							
		https://www.engageny.org/file/109686/download/algebra-ii-m3-topic-d-lesson-28-teacher.pdf?token=74lnt1df	Algebra II Module 3, Topic D, Lesson 28: Teacher Version (1.03 MB)			YES		
		https://www.engageny.org/file/109691/download/algebra-ii-m3-topic-d-lesson-28-teacher.docx?token=xni01fv5	Algebra II Module 3, Topic D, Lesson 28: Teacher Version (1008.97 KB)			YES		
		https://www.engageny.org/file/109696/download/algebra-ii-m3-topic-d-lesson-28-student.pdf?token=adXx-A_Z	Algebra II Module 3, Topic D , Lesson 28: Student Version (699.45 KB)			YES		
		https://www.engageny.org/file/109701/download/algebra-ii-m3-topic-d-lesson-28-student.docx?token=RfNtjdN4	Algebra II Module 3, Topic D , Lesson 28: Student Version (591.43 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-e-lesson-29							
		https://www.engageny.org/file/109746/download/algebra-ii-m3-topic-e-lesson-29-teacher.pdf?token=wwzcdrgw	Algebra II Module 3, Topic E, Lesson 29: Teacher Version (917.8 KB)			YES	Labelling was off for teacher versions in the spreadsheet -- was listed as Lesson 2 instead of 29.	
		https://www.engageny.org/file/109751/download/algebra-ii-m3-topic-e-lesson-29-teacher.docx?token=dMj8q5kc	Algebra II Module 3, Topic E, Lesson 29: Teacher Version (299.84 KB)			YES	Long lesson -- would want to pare it down	
		https://www.engageny.org/file/109756/download/algebra-ii-m3-topic-e-lesson-29-student.pdf?token=JpBp6Pay	Algebra II Module 3, Topic E, Lesson 29: Student Version (592.92 KB)			YES		
		https://www.engageny.org/file/109761/download/algebra-ii-m3-topic-e-lesson-29-student.docx?token=9TNta_CW	Algebra II Module 3, Topic E, Lesson 29: Student Version (153.5 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-e-lesson-30							
		https://www.engageny.org/file/109731/download/algebra-ii-m3-topic-e-lesson-30-teacher.pdf?token=04F4qeMu	Algebra II Module 3, Topic E, Lesson 30: Teacher Version (920.1 KB)			YES	Great exercise -- very specific content	
		https://www.engageny.org/file/109736/download/algebra-ii-m3-topic-e-lesson-30-teacher.docx?token=gqCplzSN	Algebra II Module 3, Topic E, Lesson 30: Teacher Version (300.56 KB)			YES		
		https://www.engageny.org/file/109741/download/algebra-ii-m3-topic-e-lesson-30-student.pdf?token=uyxj2Cro	Algebra II Module 3, Topic E, Lesson 30: Student Version (572.71 KB)			YES		
		https://www.engageny.org/file/109766/download/algebra-ii-m3-topic-e-lesson-30-student.docx?token=AVwN0zJG	Algebra II Module 3, Topic E, Lesson 30: Student Version (230.27 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-e-lesson-31							
		https://www.engageny.org/file/109776/download/algebra-ii-m3-topic-e-lesson-31-teacher.pdf?token=7W-Lb6PO	Algebra II Module 3, Topic E, Lesson 31: Teacher Version (827.17 KB)			YES	Great exercise -- very specific content	
		https://www.engageny.org/file/109781/download/algebra-ii-m3-topic-e-lesson-31-teacher.docx?token=cnUYbEob	Algebra II Module 3, Topic E, Lesson 31: Teacher Version (338.1 KB)			YES		
		https://www.engageny.org/file/109786/download/algebra-ii-m3-topic-e-lesson-31-student.pdf?token=i_NJs1-j	Algebra II Module 3, Topic E, Lesson 31: Student Version (649.1 KB)			YES		
		https://www.engageny.org/file/109791/download/algebra-ii-m3-topic-e-lesson-31-student.docx?token=9YEPKaa1	Algebra II Module 3, Topic E, Lesson 31: Student Version (259.48 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-e-lesson-32							
		https://www.engageny.org/file/109991/download/algebra-ii-m3-topic-e-lesson-32-teacher.pdf?token=LGyy0ySq	Algebra II Module 3, Topic E, Lesson 32: Teacher Version (827.27 KB)			YES	Great exercise -- very specific content	
		https://www.engageny.org/file/109996/download/algebra-ii-m3-topic-e-lesson-32-teacher.docx?token=lJ8J9l3W	Algebra II Module 3, Topic E, Lesson 32: Teacher Version (402.09 KB)			YES		
		https://www.engageny.org/file/110001/download/algebra-ii-m3-topic-e-lesson-32-student.pdf?token=zx8zF-Az	Algebra II Module 3, Topic E, Lesson 32: Student Version (649.42 KB)			YES		
		https://www.engageny.org/file/110006/download/algebra-ii-m3-topic-e-lesson-32-student.docx?token=ZGN5pxRp	Algebra II Module 3, Topic E, Lesson 32: Student Version (339.28 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-3-topic-e-lesson-33							
		https://www.engageny.org/file/110036/download/algebra-ii-m3-topic-e-lesson-33-teacher.pdf?token=NwgMm77x	Algebra II Module 3, Topic E, Lesson 33: Teacher Version (857.4 KB)			MAYBE	Refers to group work.	
		https://www.engageny.org/file/110041/download/algebra-ii-m3-topic-e-lesson-33-teacher.docx?token=YFVIKcXx	Algebra II Module 3, Topic E, Lesson 33: Teacher Version (406.02 KB)			MAYBE		
		https://www.engageny.org/file/110046/download/algebra-ii-m3-topic-e-lesson-33-student.pdf?token=TE9Ar8ip	Algebra II Module 3, Topic E, Lesson 33: Student Version (514.75 KB)			MAYBE		
		https://www.engageny.org/file/110051/download/algebra-ii-m3-topic-e-lesson-33-student.docx?token=4sdXVLW9	Algebra II Module 3, Topic E, Lesson 33: Student Version (140.61 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-a-lesson-1							
		https://www.engageny.org/file/110106/download/algebra-ii-m4-topic-a-lesson-1-teacher.pdf?token=dhSKIZZw	Algebra II Module 4, Topic A, Lesson 1: Teacher Version (924.37 KB)			MAYBE	Requires manipulatives like spinners, coins, cards, etc.	
		https://www.engageny.org/file/110111/download/algebra-ii-m4-topic-a-lesson-1-teacher.docx?token=Qu3J-p66	Algebra II Module 4, Topic A, Lesson 1: Teacher Version (265.32 KB)			MAYBE		
		https://www.engageny.org/file/110301/download/algebra-ii-m4-topic-a-lesson-1-student.pdf?token=fXSdCL1h	Algebra II Module 4, Topic A, Lesson 1: Student Version (713.71 KB)			MAYBE		
		https://www.engageny.org/file/110306/download/algebra-ii-m4-topic-a-lesson-1-student.docx?token=eS6Jsq-d	Algebra II Module 4, Topic A, Lesson 1: Student Version (166.6 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-a-lesson-2							
		https://www.engageny.org/file/110316/download/algebra-ii-m4-topic-a-lesson-2-teacher.pdf?token=HvDs8-H0	Algebra II Module 4, Topic A, Lesson 2: Teacher Version (764.9 KB)			YES		
		https://www.engageny.org/file/110321/download/algebra-ii-m4-topic-a-lesson-2-teacher.docx?token=oZrYo3jz	Algebra II Module 4, Topic A, Lesson 2: Teacher Version (226.12 KB)			YES		
		https://www.engageny.org/file/110326/download/algebra-ii-m4-topic-a-lesson-2-student.pdf?token=6ciOMg07	Algebra II Module 4, Topic A, Lesson 2: Student Version (643.55 KB)			YES		
		https://www.engageny.org/file/110331/download/algebra-ii-m4-topic-a-lesson-2-student.docx?token=5hPOxVxx	Algebra II Module 4, Topic A, Lesson 2: Student Version (149.9 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-a-lesson-4							
		https://www.engageny.org/file/110386/download/algebra-ii-m4-topic-a-lesson-4-teacher.pdf?token=v9u__bde	Algebra II Module 4, Topic A, Lesson 4: Teacher Version (743.06 KB)			YES		
		https://www.engageny.org/file/110391/download/algebra-ii-m4-topic-a-lesson-4-teacher.docx?token=KlVITvyu	Algebra II Module 4, Topic A, Lesson 4: Teacher Version (230.27 KB)			YES		
		https://www.engageny.org/file/110396/download/algebra-ii-m4-topic-a-lesson-4-student.pdf?token=L9x7tKeY	Algebra II Module 4, Topic A, Lesson 4: Student Version (548.59 KB)			YES		
		https://www.engageny.org/file/110401/download/algebra-ii-m4-topic-a-lesson-4-student.docx?token=r9DDYM4B	Algebra II Module 4, Topic A, Lesson 4: Student Version (146.05 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-a-lesson-5							
		https://www.engageny.org/file/110651/download/algebra-ii-m4-topic-a-lesson-5-teacher.pdf?token=6WsN3Q5G	Algebra II Module 4, Topic A, Lesson 5: Teacher Version (840.23 KB)			YES		
		https://www.engageny.org/file/110656/download/algebra-ii-m4-topic-a-lesson-5-teacher.docx?token=KZegYx1E	Algebra II Module 4, Topic A, Lesson 5: Teacher Version (307.51 KB)			YES		
		https://www.engageny.org/file/110661/download/algebra-ii-m4-topic-a-lesson-5-student.pdf?token=ddHO03og	Algebra II Module 4, Topic A, Lesson 5: Student Version (703.46 KB)			YES		
		https://www.engageny.org/file/110666/download/algebra-ii-m4-topic-a-lesson-5-student.docx?token=6rvEWDVi	Algebra II Module 4, Topic A, Lesson 5: Student Version (186.71 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-a-lesson-6							
		https://www.engageny.org/file/110676/download/algebra-ii-m4-topic-a-lesson-6-teacher.pdf?token=rj0jqd6F	Algebra II Module 4, Topic A, Lesson 6: Teacher Version (854.23 KB)			YES		
		https://www.engageny.org/file/110681/download/algebra-ii-m4-topic-a-lesson-6-teacher.docx?token=cFlpy8-D	Algebra II Module 4, Topic A, Lesson 6: Teacher Version (230.03 KB)			YES		
		https://www.engageny.org/file/110686/download/algebra-ii-m4-topic-a-lesson-6-student.pdf?token=SCprclGV	Algebra II Module 4, Topic A, Lesson 6: Student Version (529.9 KB)			YES		
		https://www.engageny.org/file/110691/download/algebra-ii-m4-topic-a-lesson-6-student.docx?token=0QDk9Yd1	Algebra II Module 4, Topic A, Lesson 6: Student Version (146.01 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-a-lesson-7							
		https://www.engageny.org/file/110721/download/algebra-ii-m4-topic-a-lesson-7-teacher.pdf?token=L-64xrwi	Algebra II Module 4, Topic A, Lesson 7: Teacher Version (774.67 KB)			YES		
		https://www.engageny.org/file/110726/download/algebra-ii-m4-topic-a-lesson-7-teacher.docx?token=I76xEUwm	Algebra II Module 4, Topic A, Lesson 7: Teacher Version (271.07 KB)			YES		
		https://www.engageny.org/file/110731/download/algebra-ii-m4-topic-a-lesson-7-student.pdf?token=IYWg396s	Algebra II Module 4, Topic A, Lesson 7: Student Version (540.68 KB)			YES		
		https://www.engageny.org/file/110736/download/algebra-ii-m4-topic-a-lesson-7-student.docx?token=j7M826Gp	Algebra II Module 4, Topic A, Lesson 7: Student Version (159.48 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-b-lesson-8							
		https://www.engageny.org/file/110761/download/algebra-ii-m4-topic-b-lesson-8-teacher.pdf?token=0kO9882Y	Algebra II Module 4, Topic B, Lesson 8: Teacher Version (1000.16 KB)			YES		
		https://www.engageny.org/file/110766/download/algebra-ii-m4-topic-b-lesson-8-teacher.docx?token=9Wq34FML	Algebra II Module 4, Topic B, Lesson 8: Teacher Version (555.77 KB)			YES		
		https://www.engageny.org/file/110771/download/algebra-ii-m4-topic-b-lesson-8-student.pdf?token=nXpgs-9G	Algebra II Module 4, Topic B, Lesson 8: Student Version (794.61 KB)			YES		
		https://www.engageny.org/file/110776/download/algebra-ii-m4-topic-b-lesson-8-student.docx?token=UGg3tmoP	Algebra II Module 4, Topic B, Lesson 8: Student Version (466.89 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-b-lesson-9							
		https://www.engageny.org/file/111221/download/algebra-ii-m4-topic-b-lesson-9-teacher.pdf?token=E_S0rbhu	Algebra II Module 4, Topic B, Lesson 9: Teacher Version (1.05 MB)			YES		
		https://www.engageny.org/file/111226/download/algebra-ii-m4-topic-b-lesson-9-teacher.docx?token=E6xer5aB	Algebra II Module 4, Topic B, Lesson 9: Teacher Version (867.91 KB)			YES		
		https://www.engageny.org/file/125541/download/algebra-ii-m4-topic-b-lesson-9-student.pdf?token=8Va5GWCr	Algebra II Module 4, Topic B, Lesson 9: Student Version (740.53 KB)			YES		
		https://www.engageny.org/file/125546/download/algebra-ii-m4-topic-b-lesson-9-student.docx?token=wI_22TvX	Algebra II Module 4, Topic B, Lesson 9: Student Version (482.11 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-b-lesson-10							
		https://www.engageny.org/file/111246/download/algebra-ii-m4-topic-b-lesson-10-teacher.pdf?token=liyH4lC6	Algebra II Module 4, Topic B, Lesson 10: Teacher Version (1.19 MB)			YES		
		https://www.engageny.org/file/111251/download/algebra-ii-m4-topic-b-lesson-10-teacher.docx?token=pRsKHS2V	Algebra II Module 4, Topic B, Lesson 10: Teacher Version (613.71 KB)			YES		
		https://www.engageny.org/file/111256/download/algebra-ii-m4-topic-b-lesson-10-student.pdf?token=jfIouKQg	Algebra II Module 4, Topic B, Lesson 10: Student Version (574.25 KB)			YES		
		https://www.engageny.org/file/111261/download/algebra-ii-m4-topic-b-lesson-10-student.docx?token=1YMUeezI	Algebra II Module 4, Topic B, Lesson 10: Student Version (168.24 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-b-lesson-11							
		https://www.engageny.org/file/111271/download/algebra-ii-m4-topic-b-lesson-11-teacher.pdf?token=_R4EJYZS	Algebra II Module 4, Topic B, Lesson 11: Teacher Version (1.16 MB)			MAYBE	Needs table of standard normal curve areas, use spreadsheets	
		https://www.engageny.org/file/111276/download/algebra-ii-m4-topic-b-lesson-11-teacher.docx?token=Y1WJGHOL	Algebra II Module 4, Topic B, Lesson 11: Teacher Version (775.06 KB)			MAYBE		
		https://www.engageny.org/file/111281/download/algebra-ii-m4-topic-b-lesson-11-student.pdf?token=I7uAM5Oc	Algebra II Module 4, Topic B, Lesson 11: Student Version (565.07 KB)			MAYBE		
		https://www.engageny.org/file/111286/download/algebra-ii-m4-topic-b-lesson-11-student.docx?token=KhIgE55P	Algebra II Module 4, Topic B, Lesson 11: Student Version (148.42 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-12							
		https://www.engageny.org/file/111311/download/algebra-ii-m4-topic-c-lesson-12-teacher.pdf?token=FHerooNq	Algebra II Module 4, Topic C, Lesson 12: Teacher Version (730.13 KB)			MAYBE	Skip examples -- Exercises 1-3 and problem set are fine.	
		https://www.engageny.org/file/111316/download/algebra-ii-m4-topic-c-lesson-12-teacher.docx?token=88YArn3D	Algebra II Module 4, Topic C, Lesson 12: Teacher Version (218.52 KB)			MAYBE		
		https://www.engageny.org/file/111321/download/algebra-ii-m4-topic-c-lesson-12-student.pdf?token=Ff0Q1pv1	Algebra II Module 4, Topic C, Lesson 12: Student Version (565.44 KB)			MAYBE		
		https://www.engageny.org/file/111326/download/algebra-ii-m4-topic-c-lesson-12-student.docx?token=0hoM4wK6	Algebra II Module 4, Topic C, Lesson 12: Student Version (150.4 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-13							
		https://www.engageny.org/file/111336/download/algebra-ii-m4-topic-c-lesson-13-teacher.pdf?token=HInMk7I8	Algebra II Module 4, Topic C, Lesson 13: Teacher Version (817.56 KB)			YES		
		https://www.engageny.org/file/111341/download/algebra-ii-m4-topic-c-lesson-13-teacher.docx?token=Ag00-_SJ	Algebra II Module 4, Topic C, Lesson 13: Teacher Version (224.47 KB)			YES		
		https://www.engageny.org/file/111346/download/algebra-ii-m4-topic-c-lesson-13-student.pdf?token=TAu1JWXj	Algebra II Module 4, Topic C, Lesson 13: Student Version (542.69 KB)			YES		
		https://www.engageny.org/file/111351/download/algebra-ii-m4-topic-c-lesson-13-student.docx?token=yk0TZNVc	Algebra II Module 4, Topic C, Lesson 13: Student Version (146.37 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-14							
		https://www.engageny.org/file/111366/download/algebra-ii-m4-topic-c-lesson-14-teacher.pdf?token=yAXLcNaT	Algebra II Module 4, Topic C, Lesson 14: Teacher Version (823.65 KB)			MAYBE	Requires bean activities throughout all exercises other than problem set.  Problem set problems could be used.	
		https://www.engageny.org/file/111371/download/algebra-ii-m4-topic-c-lesson-14-teacher.docx?token=wPmuqo5o	Algebra II Module 4, Topic C, Lesson 14: Teacher Version (343.57 KB)			MAYBE		
		https://www.engageny.org/file/111376/download/algebra-ii-m4-topic-c-lesson-14-student.pdf?token=t2tWpqjw	Algebra II Module 4, Topic C, Lesson 14: Student Version (608.01 KB)			MAYBE		
		https://www.engageny.org/file/111381/download/algebra-ii-m4-topic-c-lesson-14-student.docx?token=vZMClvv1	Algebra II Module 4, Topic C, Lesson 14: Student Version (237.91 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-15							
		https://www.engageny.org/file/111401/download/algebra-ii-m4-topic-c-lesson-15-teacher.pdf?token=yqWpqVeZ	Algebra II Module 4, Topic C, Lesson 15: Teacher Version (896.44 KB)			MAYBE	Need simulation for coin flipping.  Many exercises refer to teacher showing other students findings.	
		https://www.engageny.org/file/111406/download/algebra-ii-m4-topic-c-lesson-15-teacher.docx?token=jBT0HNr7	Algebra II Module 4, Topic C, Lesson 15: Teacher Version (415.12 KB)			MAYBE		
		https://www.engageny.org/file/111411/download/algebra-ii-m4-topic-c-lesson-15-student.pdf?token=eXwTwNb4	Algebra II Module 4, Topic C, Lesson 15: Student Version (552.58 KB)			MAYBE		
		https://www.engageny.org/file/111416/download/algebra-ii-m4-topic-c-lesson-15-student.docx?token=-4ZXzS1A	Algebra II Module 4, Topic C, Lesson 15: Student Version (183.82 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-16							
		https://www.engageny.org/file/111426/download/algebra-ii-m4-topic-c-lesson-16-teacher.pdf?token=lqRixQKg	Algebra II Module 4, Topic C, Lesson 16: Teacher Version (923.93 KB)			MAYBE	Group work -- Problem set could be used.	
		https://www.engageny.org/file/111431/download/algebra-ii-m4-topic-c-lesson-16-teacher.docx?token=lYskgtYN	Algebra II Module 4, Topic C, Lesson 16: Teacher Version (261.5 KB)			MAYBE		
		https://www.engageny.org/file/111436/download/algebra-ii-m4-topic-c-lesson-16-student.pdf?token=79ui4hdK	Algebra II Module 4, Topic C, Lesson 16: Student Version (723 KB)			MAYBE		
		https://www.engageny.org/file/111441/download/algebra-ii-m4-topic-c-lesson-16-student.docx?token=svVfI7OD	Algebra II Module 4, Topic C, Lesson 16: Student Version (177.85 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-17							
		https://www.engageny.org/file/111451/download/algebra-ii-m4-topic-c-lesson-17-teacher.pdf?token=FzcapAIi	Algebra II Module 4, Topic C, Lesson 17: Teacher Version (906.92 KB)			MAYBE	Exercise 5 refers to prevous lesson's exercise involving classwork.	
		https://www.engageny.org/file/111456/download/algebra-ii-m4-topic-c-lesson-17-teacher.docx?token=fHtGz_tU	Algebra II Module 4, Topic C, Lesson 17: Teacher Version (614.57 KB)			MAYBE	Requires sketching distributions with standard deviations	
		https://www.engageny.org/file/111461/download/algebra-ii-m4-topic-c-lesson-17-student.pdf?token=mFrUiFyX	Algebra II Module 4, Topic C, Lesson 17: Student Version (813.81 KB)			MAYBE		
		https://www.engageny.org/file/111466/download/algebra-ii-m4-topic-c-lesson-17-student.docx?token=08opyAMz	Algebra II Module 4, Topic C, Lesson 17: Student Version (208.14 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-18							
		https://www.engageny.org/file/111476/download/algebra-ii-m4-topic-c-lesson-18-teacher.pdf?token=BdV33hJO	Algebra II Module 4, Topic C, Lesson 18: Teacher Version (1020.07 KB)			MAYBE	Collecting data from class and exploratory exercises make it unsuitable for tutoring, but problem set is fine.	
		https://www.engageny.org/file/111481/download/algebra-ii-m4-topic-c-lesson-18-teacher.docx?token=_o1c5VUc	Algebra II Module 4, Topic C, Lesson 18: Teacher Version (464.86 KB)			MAYBE		
		https://www.engageny.org/file/111486/download/algebra-ii-m4-topic-c-lesson-18-student.pdf?token=KuPWBKUC	Algebra II Module 4, Topic C, Lesson 18: Student Version (602.47 KB)			MAYBE		
		https://www.engageny.org/file/111491/download/algebra-ii-m4-topic-c-lesson-18-student.docx?token=ToFUIlks	Algebra II Module 4, Topic C, Lesson 18: Student Version (211.08 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-19							
		https://www.engageny.org/file/111501/download/algebra-ii-m4-topic-c-lesson-19-teacher.pdf?token=YbX5KcFY	Algebra II Module 4, Topic C, Lesson 19: Teacher Version (762.21 KB)			YES		
		https://www.engageny.org/file/111506/download/algebra-ii-m4-topic-c-lesson-19-teacher.docx?token=heVe8uVH	Algebra II Module 4, Topic C, Lesson 19: Teacher Version (248.72 KB)			YES		
		https://www.engageny.org/file/111511/download/algebra-ii-m4-topic-c-lesson-19-student.pdf?token=zo3-21fG	Algebra II Module 4, Topic C, Lesson 19: Student Version (591.72 KB)			YES		
		https://www.engageny.org/file/111516/download/algebra-ii-m4-topic-c-lesson-19-student.docx?token=TaZqyday	Algebra II Module 4, Topic C, Lesson 19: Student Version (157.13 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-20							
		https://www.engageny.org/file/111526/download/algebra-ii-m4-topic-c-lesson-20-teacher.pdf?token=GYccRAOH	Algebra II Module 4, Topic C, Lesson 20: Teacher Version (767.36 KB)			MAYBE	Partner work throughout class exercises and exploratory challenges.	
		https://www.engageny.org/file/111531/download/algebra-ii-m4-topic-c-lesson-20-teacher.docx?token=n8qO7xJ2	Algebra II Module 4, Topic C, Lesson 20: Teacher Version (292.01 KB)			MAYBE		
		https://www.engageny.org/file/111536/download/algebra-ii-m4-topic-c-lesson-20-student.pdf?token=afrXbqIp	Algebra II Module 4, Topic C, Lesson 20: Student Version (537.67 KB)			MAYBE		
		https://www.engageny.org/file/111541/download/algebra-ii-m4-topic-c-lesson-20-student.docx?token=bk0KGJC5	Algebra II Module 4, Topic C, Lesson 20: Student Version (153.12 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-21							
		https://www.engageny.org/file/111551/download/algebra-ii-m4-topic-c-lesson-21-teacher.pdf?token=1wtW3EnI	Algebra II Module 4, Topic C, Lesson 21: Teacher Version (736.83 KB)			MAYBE	First example problem in classwork requests summarizing previous lesson's findings.	
		https://www.engageny.org/file/111556/download/algebra-ii-m4-topic-c-lesson-21-teacher.docx?token=0pTdi-QX	Algebra II Module 4, Topic C, Lesson 21: Teacher Version (217.01 KB)			MAYBE	Would only use the problem set.	
		https://www.engageny.org/file/111561/download/algebra-ii-m4-topic-c-lesson-21-student.pdf?token=9nBXzS8R	Algebra II Module 4, Topic C, Lesson 21: Student Version (525.58 KB)			MAYBE		
		https://www.engageny.org/file/111566/download/algebra-ii-m4-topic-c-lesson-21-student.docx?token=NW1yfi43	Algebra II Module 4, Topic C, Lesson 21: Student Version (144.71 KB)			MAYBE		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-c-lesson-22							
		https://www.engageny.org/file/111576/download/algebra-ii-m4-topic-c-lesson-22-teacher.pdf?token=VZ-bD-73	Algebra II Module 4, Topic C, Lesson 22: Teacher Version (695.65 KB)			YES		
		https://www.engageny.org/file/111581/download/algebra-ii-m4-topic-c-lesson-22-teacher.docx?token=Y_5BzvbN	Algebra II Module 4, Topic C, Lesson 22: Teacher Version (205.54 KB)			YES		
		https://www.engageny.org/file/111586/download/algebra-ii-m4-topic-c-lesson-22-student.pdf?token=ckj1Zpyj	Algebra II Module 4, Topic C, Lesson 22: Student Version (548.02 KB)			YES		
		https://www.engageny.org/file/111591/download/algebra-ii-m4-topic-c-lesson-22-student.docx?token=MTtbWebM	Algebra II Module 4, Topic C, Lesson 22: Student Version (144.7 KB)			YES		
	https://www.engageny.org/resource/algebra-ii-module-4-topic-d-lesson-23							
		https://www.engageny.org/file/111616/download/algebra-ii-m4-topic-d-lesson-23-teacher.pdf?token=dP9979g9	Algebra II Module 4, Topic D, Lesson 23: Teacher Version (743.81 KB)			MAYBE	Refers to discussing with partner	
		https://www.engageny.org/file/111621/download/algebra-ii-m4-topic-d-lesson-23-teacher.docx?token=GegT90WK	Algebra II Module 4, Topic D, Lesson 23: Teacher Version (332.57 KB)			MAYBE	Problem set is fine.	
